timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1666,346,1148,273
2,60394,10285,45442,9365
3,58957,10308,43510,9333
4,59087,10262,44369,9554
5,58870,10353,44501,9490
6,58448,10353,42788,9727
7,60671,10198,45797,9457
8,61368,10252,48179,9565
9,61040,10192,48175,9790
10,60004,10214,45613,9511
11,59185,10605,43483,9615
12,60214,10511,45570,9662
13,61796,10347,47858,9788
14,59634,10426,44157,9116
15,62116,10426,47907,9546
16,60226,10163,46919,10101
17,61634,10188,47915,9688
18,61459,10343,47018,9751
19,59864,10390,43805,9667
20,11897,2229,0,0
21,26,0,0,0
22,27,0,0,0
23,28,0,0,0
24,26,0,0,0
25,26,0,0,0
26,26,0,0,0
27,27,0,0,0
28,28,0,0,0
29,26,0,0,0
30,26,0,0,0
