timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,513044,7423528,0,1349316
2,513044,7423528,0,1349316
3,513044,7423528,0,1349324
4,513044,7423528,0,1349324
5,513044,7423528,0,1349324
6,513064,7423528,0,1349732
7,513080,7423528,0,1350204
8,513080,7423528,0,1350204
9,513080,7423528,0,1350212
10,513080,7423528,0,1350212
11,513080,7423528,0,1348044
12,513080,7423528,0,1348044
13,513080,7423528,0,1348108
14,513080,7423528,0,1348120
15,513080,7423528,0,1348120
16,513084,7423528,0,1348120
17,513084,7423528,0,1348120
18,513084,7423528,0,1348120
19,513084,7423528,0,1348120
20,513084,7423528,0,1348120
21,513084,7423528,0,0
22,513084,7423528,0,0
23,513084,7423528,0,0
24,513084,7423528,0,0
25,513084,7423528,0,0
26,513084,7423528,0,0
27,513084,7423528,0,0
28,513084,7423528,0,0
29,513084,7423528,0,0
30,513084,7423528,0,0
