timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,586,767,960,1206,333,1577,605,120
2,566,732,996,1286,313,1594,587,120
3,562,712,873,1112,326,1420,577,103
4,738,1105,1664,2481,339,3777,785,263
5,853,1114,1442,1777,430,2173,870,192
6,870,1180,1636,2141,458,3123,899,225
7,877,1159,1526,1846,458,2075,896,205
8,1017,1310,1703,2021,460,2513,1027,228
9,991,1398,1966,2739,389,4235,1026,305
10,919,1371,2000,2567,414,3389,979,303
11,1041,1527,2159,3515,455,5811,1093,347
12,910,1193,1575,1878,430,2221,925,214
13,1002,1332,1799,2219,454,2927,1030,243
14,824,1090,1440,1984,410,4567,846,201
15,989,1296,1726,2135,467,2553,1007,235
16,893,1227,1857,3155,449,4199,932,264
17,1662,1851,3809,4595,1332,4695,1736,383
18,1672,1835,1986,4595,1344,4847,1680,175
19,1631,1827,2010,5475,1356,5635,1656,200
20,1654,1831,1952,2781,1326,2927,1661,136
21,1638,1799,1927,2040,1357,2071,1646,113
22,1606,1781,1931,2024,1352,2129,1620,114
23,1653,1833,1990,2171,1250,2351,1661,132
24,1656,1805,1942,4547,1342,4635,1661,165
25,1662,1823,1950,2377,1336,2409,1671,117
26,1681,1843,2043,2321,1327,2343,1685,129
27,1643,1814,1972,2281,1349,2429,1654,123
28,1651,1813,1947,2095,1315,2171,1659,116
29,1664,1818,1945,2075,1362,2105,1666,115
30,1658,1831,1978,3989,1307,4131,1670,155
