timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,101136,11207060,0,101948
2,101136,11207060,0,101952
3,101152,11207060,0,101960
4,101152,11207060,0,101960
5,101172,11207060,0,101996
6,101172,11207060,0,101996
7,101176,11207060,0,102016
8,101176,11207060,0,102024
9,101176,11207060,0,102028
10,101184,11207060,0,102052
11,101208,11207060,0,102052
12,101208,11207060,0,102052
13,101216,11207060,0,102060
14,101216,11207060,0,102060
15,101216,11207060,0,102072
16,101216,11207060,0,102080
17,101220,11207060,0,102088
18,101260,11207060,0,102088
19,101260,11207060,0,102092
20,101260,11207060,0,102120
21,101260,11207060,0,102128
22,101260,11207060,0,102128
23,101260,11207060,0,102128
24,101268,11207060,0,102132
25,101268,11207060,0,102132
26,101268,11207060,0,102136
27,101268,11207060,0,102148
28,101268,11207060,0,102152
29,101268,11207060,0,102164
30,101284,11207060,0,0
