timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,656,138,839,127
2,25496,7581,53179,6357
3,24983,7630,53596,6455
4,24688,7833,52983,6469
5,24954,7433,52623,6425
6,25599,7667,51994,6296
7,25434,7935,53053,6627
8,25437,7704,52999,6491
9,25371,7968,53220,6409
10,25306,7949,53282,6441
11,26004,8080,52991,6746
12,25338,8070,53077,6604
13,25501,7869,52952,6473
14,25580,7737,52242,6689
15,25442,8000,53702,6672
16,24939,7835,52116,6602
17,25009,8017,52096,6581
18,25593,7702,52394,6618
19,25457,7691,53104,6494
20,25240,7904,53290,6656
21,14766,4649,0,0
22,26,0,0,0
23,28,0,0,0
24,27,0,0,0
25,26,0,0,0
26,26,0,0,0
27,26,0,0,0
28,28,0,0,0
29,27,0,0,0
30,26,0,0,0
