timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1458,441,1033,350
2,34804,7573,26166,6331
3,34179,8244,27165,6686
4,34013,8190,26719,6583
5,33827,8066,26008,6685
6,33633,8045,26824,6489
7,33961,8165,26139,6594
8,33772,7961,26366,6441
9,33429,7938,26754,6797
10,33018,8096,26406,7027
11,34379,8185,26557,6293
12,34334,8173,26948,6419
13,34870,8065,26722,6544
14,35141,8338,27647,6671
15,18712,4493,0,0
16,26,0,0,0
17,26,0,0,0
18,29,0,0,0
19,26,0,0,0
20,26,0,0,0
21,26,0,0,0
22,26,0,0,0
23,29,0,0,0
24,26,0,0,0
25,26,0,0,0
26,26,0,0,0
27,26,0,0,0
28,29,0,0,0
29,25,0,0,0
30,26,0,0,0
