timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,638,222,850,341
2,9521,4685,22072,3840
3,8907,5282,21079,4506
4,8800,5068,21817,4625
5,7991,5322,21459,4698
6,9787,4812,22784,4086
7,9523,4678,21725,3845
8,9637,4426,21780,4141
9,9732,5063,22535,4099
10,9247,4999,21459,4247
11,9272,4679,22203,4490
12,9301,4968,22157,3791
13,9574,4531,21249,3822
14,9390,4983,21717,3629
15,10009,4648,21806,4224
16,6869,2736,69074,3729
17,27,0,0,0
18,26,0,0,0
19,27,0,0,0
20,26,0,0,0
21,24,-1,0,0
22,26,0,0,0
23,26,0,0,0
24,27,0,0,0
25,26,0,0,0
26,28,0,0,0
27,26,0,0,0
28,26,0,0,0
29,27,0,0,0
30,25,0,0,0
