timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,54,64,80,120,46,656,55,9
2,62,95,132,172,46,570,67,19
3,73,105,138,178,48,2899,77,34
4,74,113,147,265,49,3285,81,48
5,69,103,135,197,49,2569,75,36
6,53,61,76,98,47,151,54,5
7,53,62,78,119,47,566,54,7
8,52,62,80,123,46,148,54,7
9,53,61,77,114,46,565,54,7
10,54,63,78,129,47,137,55,7
11,53,62,83,126,47,575,54,8
12,53,61,77,112,47,141,54,5
13,53,62,78,120,47,567,54,7
14,53,62,77,114,47,147,54,6
15,52,60,75,113,47,796,54,9
16,54,63,79,131,47,151,55,6
17,53,61,77,110,47,155,54,6
18,53,62,77,117,46,574,55,7
19,53,62,78,121,47,153,55,6
20,54,64,82,126,46,580,55,8
21,53,61,76,125,47,150,54,6
22,52,60,75,109,47,559,53,7
23,54,62,76,114,47,143,54,6
24,52,61,75,110,47,567,54,7
25,53,63,77,119,47,360,55,6
26,54,63,77,112,47,128,55,6
27,53,62,76,127,46,567,54,7
28,54,63,78,122,46,142,55,6
29,53,61,75,111,47,707,54,8
30,54,64,85,130,46,144,55,7
