timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,148223,165375,2207743,2244607,341,2871295,234535,333827
2,163839,1150975,2269183,2676735,392,6729727,306923,473476
3,162687,214143,2211839,2289663,421,3049471,250525,343275
4,167935,277503,2244607,2439167,372,2648063,274823,386489
5,262399,1195007,2347007,2418687,390,3346431,379894,431129
6,202751,217983,2105343,2301951,392,2512895,271041,304853
7,192767,361727,2258943,2416639,413,2496511,284220,358330
8,240639,409855,1448959,2455551,434,2553855,325608,332110
9,223871,404735,2293759,2523135,326,2576383,321137,353580
10,287487,417535,1430527,2402303,380,2615295,324804,310186
11,297983,507903,1624063,2514943,281,2643967,336421,332568
12,246911,411135,1477631,2385919,274,3555327,307017,292176
13,248831,334335,2316287,2420735,376,3598335,310486,332759
14,217471,372735,1529855,2353151,588,2611199,293619,312500
15,237823,274943,1326079,2373631,422,2514943,302419,280548
16,264447,454143,1478655,2400255,354,2596863,318133,279794
17,255231,286975,1343487,2349055,743,2447359,294593,286496
18,223487,519167,1362943,2314239,314,3352575,296362,288703
19,220415,233343,1278975,2297855,410,2324479,254763,239719
20,210687,379903,1371135,2486271,366,2527231,259190,265539
21,212223,332543,1374207,2320383,331,2521087,264348,273804
22,180607,368895,1266687,2275327,601,2308095,249258,284902
23,194175,362495,2119679,2402303,278,2580479,274715,348765
24,210943,424191,1439743,2320383,473,2500607,280152,294706
25,212095,344575,1352703,2316287,434,2500607,255977,257186
26,207743,370943,1402879,2420735,350,3158015,264847,306129
27,210047,381183,1341439,2172927,276,2508799,279076,285778
28,183423,317439,1359871,2289663,523,2775039,250740,295104
29,188415,303871,1321983,2326527,543,2476031,267971,334540
30,195839,358655,1387519,2340863,505,2654207,265105,283048
