timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,772,192,1333,299
2,25553,5854,106840,11679
3,25915,5521,107539,11832
4,26023,5602,106818,12437
5,25817,5548,106276,12518
6,28975,4329,132389,10550
7,32535,434,110418,979
8,29968,165,72432,402
9,27496,96,42767,141
10,26154,101,38096,136
11,26950,143,43401,232
12,27282,138,42208,226
13,27562,129,43480,252
14,27570,125,43074,152
15,27603,96,42428,150
16,28174,119,47801,226
17,28182,90,44582,149
18,28012,112,43696,170
19,27622,120,43597,164
20,26476,92,38819,121
21,26568,122,42160,183
22,19696,25,0,0
23,15193,1,0,0
24,15204,1,0,0
25,15193,1,0,0
26,15208,0,0,0
27,15214,4,0,0
28,15188,0,0,0
29,15179,1,0,0
30,15191,6,0,0
