timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1464,130,1681,163
2,78346,6151,146648,7276
3,78882,6102,148288,7536
4,78830,6278,147942,7797
5,77870,6406,145195,7991
6,79161,6518,149226,8067
7,78609,6714,147296,8283
8,79051,6702,148426,7966
9,78652,6753,147580,8151
10,78577,6854,147476,8392
11,78833,6806,147367,8607
12,78538,6795,147613,8647
13,78925,7149,148165,8877
14,78851,7308,147890,9003
15,78938,7208,147879,8903
16,78856,7187,148367,9034
17,78508,7248,145753,9400
18,78661,7445,147575,9244
19,78178,7665,145852,9607
20,77913,7613,144834,9637
21,77979,7488,145594,9279
22,54285,5353,-4702802,-265921
23,25,0,0,0
24,26,0,0,0
25,26,0,0,0
26,28,0,0,0
27,26,0,0,0
28,26,0,0,0
29,26,0,0,0
30,26,0,0,0
