timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1698,321,851,277
2,80289,11533,80339,18140
3,82397,11108,85906,19380
4,82556,11374,86936,19562
5,79871,11497,81651,18492
6,83016,11523,87619,18864
7,83176,11654,88480,19220
8,83888,8413,82805,13719
9,84372,11112,91472,19156
10,84316,11349,91723,19197
11,84421,11223,91916,19387
12,84751,11333,93783,19105
13,84275,11592,92331,19460
14,84200,11356,90716,19347
15,84584,11417,89511,18808
16,84216,11529,93111,19522
17,84048,11366,90852,19508
18,84304,10816,83205,17442
19,81915,11924,84205,19119
20,82371,11854,83771,19941
21,34639,4923,0,0
22,46,1,0,0
23,46,0,0,0
24,49,0,0,0
25,46,0,0,0
26,46,0,0,0
27,46,0,0,0
28,46,0,0,0
29,49,0,0,0
30,46,1,0,0
