timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,367868,8476524,0,629944
2,367876,8476524,0,629956
3,367876,8476524,0,629956
4,367876,8476524,0,629956
5,367884,8476524,0,629980
6,367884,8476524,0,629980
7,367888,8476524,0,629988
8,367896,8476524,0,629988
9,367896,8476524,0,629988
10,367900,8476524,0,630000
11,367900,8476524,0,630000
12,367900,8476524,0,630000
13,367904,8476524,0,630000
14,367904,8476524,0,630000
15,367904,8476524,0,630000
16,367908,8476524,0,630004
17,367908,8476524,0,630004
18,367920,8476524,0,630008
19,367920,8476524,0,630008
20,367924,8476524,0,630008
21,375924,8476524,0,631864
22,375924,8476524,0,0
23,375924,8476524,0,0
24,369596,8476524,0,0
25,369596,8476524,0,0
26,369596,8476524,0,0
27,369596,8476524,0,0
28,369596,8476524,0,0
29,369596,8476524,0,0
30,369596,8476524,0,0
