timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,712,196,1684,323
2,23309,6919,95766,11883
3,23152,7225,98223,12322
4,23231,6963,95211,12265
5,22420,6826,97499,12000
6,23380,7107,98262,12345
7,23052,7059,97576,12538
8,27084,2648,89876,4978
9,20945,842,28434,1281
10,26860,120,39175,207
11,26299,102,36953,168
12,26850,118,39006,152
13,28331,178,45540,270
14,26427,110,37109,154
15,27586,110,40749,162
16,27827,146,42482,235
17,27090,122,39449,198
18,28357,156,45764,233
19,28221,122,43395,203
20,27739,126,41452,176
21,20323,38,0,0
22,15186,1,0,0
23,15174,3,0,0
24,15184,4,0,0
25,15206,2,0,0
26,15211,0,0,0
27,15206,3,0,0
28,15213,4,0,0
29,15218,2,0,0
30,15190,0,0,0
