timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,111215,1805041560,111215.0,1721.422,0.111215
2,115984,1880922015,115984.0,1793.787,0.115984
3,111377,1806607635,111377.0,1722.915,0.111377
4,97599,1584999780,97599.0,1511.574,0.097599
5,94939,1542435510,94939.0,1470.981,0.094939
6,92287,1499393175,92287.0,1429.933,0.092287
7,90673,1472621535,90673.0,1404.401,0.090673
8,84010,1364463450,84010.0,1301.254,0.084010
9,87893,1427024025,87893.0,1360.916,0.087893
10,88686,1441712160,88686.0,1374.924,0.088686
11,98417,1598533965,98417.0,1524.481,0.098417
12,111477,1811404770,111477.0,1727.490,0.111477
13,110786,1800277395,110786.0,1716.878,0.110786
14,110826,1798942110,110826.0,1715.605,0.110826
15,111768,1814635830,111768.0,1730.572,0.111768
16,111379,1808816625,111379.0,1725.022,0.111379
17,96533,1566816825,96533.0,1494.233,0.096533
18,14914,245461650,14914.0,234.090,0.014914
19,12127,199913595,12127.0,190.652,0.012127
20,13032,214832520,13032.0,204.880,0.013032
21,13002,214337970,13002.0,204.409,0.013002
22,14279,235306890,14279.0,224.406,0.014279
23,14948,246252930,14948.0,234.845,0.014948
24,12032,198347520,12032.0,189.159,0.012032
25,14623,241010700,14623.0,229.846,0.014623
26,14693,242164650,14693.0,230.946,0.014693
27,13883,228844770,13883.0,218.243,0.013883
28,15029,247604700,15029.0,236.134,0.015029
29,14913,245758380,14913.0,234.373,0.014913
30,13524,222943140,13524.0,212.615,0.013524
