timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,115320,10634708,0,111420
2,115320,10634708,0,111424
3,115324,10634708,0,111432
4,115328,10634708,0,111444
5,115352,10634708,0,111468
6,115356,10634708,0,111468
7,115368,10634708,0,111472
8,115368,10634708,0,111480
9,115368,10634708,0,111488
10,115368,10634708,0,111504
11,115376,10634708,0,111508
12,115404,10634708,0,111508
13,115404,10634708,0,111520
14,115404,10634708,0,111536
15,115408,10634708,0,111540
16,115408,10634708,0,111552
17,115408,10634708,0,111556
18,115412,10634708,0,111556
19,115412,10634708,0,111564
20,115416,10634708,0,111564
21,115416,10634708,0,111564
22,115416,10634708,0,111568
23,115416,10634708,0,111580
24,115484,10634708,0,111636
25,115524,10634708,0,0
26,115524,10634708,0,0
27,115524,10634708,0,0
28,115524,10634708,0,0
29,115528,10634708,0,0
30,115528,10634708,0,0
