timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,2121,461,1493,605
2,72715,11866,68001,19921
3,73171,11653,67390,20261
4,71959,11623,64779,20500
5,70820,11462,63568,20149
6,73314,11356,66294,20933
7,73760,11598,69025,20396
8,76460,7422,67491,11880
9,74337,11663,70456,19711
10,73856,11521,69361,20022
11,72666,11340,65028,19042
12,73588,11517,68993,20419
13,73212,11440,67426,20508
14,74507,11225,71082,19468
15,72073,10744,66823,18464
16,72606,11555,66993,20263
17,74038,11679,68500,19225
18,73839,11710,68574,20209
19,72521,11447,66075,20066
20,51803,8336,46126,14284
21,26,0,0,0
22,26,0,0,0
23,27,0,0,0
24,26,0,0,0
25,28,0,0,0
26,26,0,0,0
27,26,0,0,0
28,27,0,0,0
29,26,0,0,0
30,28,0,0,0
