timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,907,1247,1955,2581,99,3991,945,268
2,899,1241,1863,2753,111,5051,939,262
3,897,1198,1694,2225,74,3573,931,227
4,994,1544,2497,3769,71,6367,1079,390
5,1082,1569,2437,3573,121,5487,1147,367
6,1077,1534,2445,3641,118,7003,1135,364
7,1192,1783,2933,4215,110,6563,1276,448
8,1171,1816,3017,4395,128,7791,1274,472
9,1129,1697,2787,4427,107,6071,1210,433
10,1105,1630,2569,3921,103,5687,1180,389
11,1171,1761,2645,4275,118,6571,1249,422
12,1074,1327,2034,3325,140,7847,1100,261
13,1054,1245,1566,1955,336,3985,1060,164
14,1061,1264,1645,2111,136,3361,1069,178
15,1043,1253,1655,2139,216,3745,1052,185
16,1055,1250,1660,2041,360,3047,1062,174
17,1069,1250,1540,3489,457,5091,1076,180
18,1121,1711,1896,2285,78,2873,1223,319
19,1086,1315,1787,1932,94,2767,1113,197
20,1077,1259,1592,2143,311,5491,1084,163
21,1068,1264,1644,2269,413,3957,1075,180
22,1077,1260,1564,2003,485,3023,1083,157
23,1063,1260,1640,2097,331,3533,1071,172
24,1085,1283,1740,2000,81,3523,1101,178
25,1091,1317,2393,2667,307,3393,1136,288
26,1071,1263,1604,3825,129,6783,1080,200
27,1079,1266,1569,2011,342,2619,1085,158
28,1073,1266,1577,1944,316,4387,1081,162
29,1076,1268,1608,2049,325,3073,1084,166
30,1068,1274,1652,2099,249,2895,1078,176
