timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,687,215,1143,161
2,29956,8559,63837,7456
3,30845,8160,64914,7343
4,30040,8334,64860,7348
5,30370,8325,64286,7372
6,30689,8413,64519,7410
7,30354,8524,64108,7253
8,30467,8722,64375,7247
9,30464,8607,64437,7507
10,30747,8756,63630,7351
11,30358,8405,63114,7614
12,30877,8739,63912,7285
13,27193,8206,55009,6638
14,25654,7639,53628,6579
15,25954,7984,54316,6402
16,26325,7842,53030,6419
17,25953,7449,52685,6537
18,26075,7424,53904,6746
19,26599,7846,54160,6534
20,26949,7555,53953,6773
21,26120,7823,53021,6583
22,16953,5207,-1974726,-231892
23,26,0,0,0
24,26,0,0,0
25,27,0,0,0
26,28,0,0,0
27,26,0,0,0
28,26,0,0,0
29,26,0,0,0
30,27,0,0,0
