timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,0,0,0,101504
2,0,0,0,101524
3,0,0,0,101528
4,0,0,0,101540
5,0,0,0,101564
6,0,0,0,101572
7,0,0,0,101600
8,0,0,0,101600
9,0,0,0,101608
10,0,0,0,101620
11,0,0,0,101620
12,0,0,0,101648
13,0,0,0,101664
14,0,0,0,101664
15,0,0,0,101668
16,0,0,0,101668
17,0,0,0,101668
18,0,0,0,101696
19,0,0,0,101696
20,0,0,0,101708
21,0,0,0,101712
22,0,0,0,101712
23,0,0,0,101712
24,0,0,0,101720
25,0,0,0,101736
26,0,0,0,101736
27,0,0,0,101740
28,0,0,0,101744
29,0,0,0,101744
30,0,0,0,0
