timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,84,92,133,156,71,758,85,10
2,90,127,163,199,75,803,97,21
3,89,97,115,169,74,203,89,7
4,88,97,115,157,74,175,89,7
5,86,96,142,166,74,185,87,9
6,86,96,114,178,70,614,87,9
7,84,94,108,157,72,181,86,7
8,87,96,139,170,72,193,88,8
9,87,97,144,171,72,293,89,10
10,86,94,112,160,71,628,87,9
11,83,89,102,149,73,197,83,5
12,84,92,108,157,73,590,85,8
13,84,95,145,162,69,194,86,10
14,83,92,148,175,67,207,85,11
15,82,90,140,176,69,614,84,10
16,84,93,145,168,72,206,85,10
17,87,98,150,174,68,205,89,11
18,86,96,141,170,74,236,88,9
19,84,95,143,172,67,781,86,13
20,83,93,143,165,74,187,84,9
21,83,92,144,173,72,212,85,9
22,82,93,110,153,72,190,84,7
23,82,91,128,170,70,199,83,9
24,84,94,107,159,72,600,85,9
25,84,93,109,158,72,388,85,7
26,85,95,117,152,72,239,86,7
27,84,95,123,164,73,205,86,8
28,84,95,110,167,70,621,86,9
29,86,96,108,151,75,214,87,7
30,86,98,143,165,74,1084,88,14
