timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,11191,14167,18063,21295,89,22655,10871,3105
2,12919,16783,20623,22479,119,29807,12606,3599
3,12943,15807,20383,22287,117,24735,12783,3222
4,12927,15215,17391,18783,101,21471,12626,2873
5,15335,18015,21343,24047,116,27951,14566,3734
6,12991,18399,20527,22623,120,26015,13215,3634
7,13279,19119,21343,23311,113,30143,13769,3970
8,14503,16591,19599,25439,105,27903,13729,3416
9,13103,16119,19711,21631,96,25439,12975,3279
10,12431,16543,20639,25151,78,26527,12468,3594
11,10855,12375,16263,20351,137,22927,10596,2386
12,10791,12919,16959,18799,116,20207,10525,2583
13,10783,12559,15831,18335,141,20639,10566,2302
14,10695,12599,16311,19375,181,20831,10501,2389
15,10663,11567,15719,18879,150,20191,10612,1562
16,10639,11231,12663,14103,431,16495,10607,783
17,10679,12279,15831,17935,117,19711,10560,2045
18,10503,11151,12055,13031,3538,14511,10522,565
19,10639,11863,15095,17023,121,18847,10577,1707
20,10607,11415,14191,16655,107,17407,10543,1388
21,10591,11615,14927,16687,106,17759,10530,1604
22,10623,12199,15455,17071,100,18543,10424,2245
23,10607,11535,13935,16039,109,17647,10518,1530
24,10687,11543,14319,16543,122,18127,10512,1724
25,10639,11911,15759,17471,118,18751,10473,2143
26,10631,11359,13783,19919,247,21087,10594,1252
27,10679,11559,14607,19343,186,21119,10602,1571
28,10623,11559,15303,17583,159,19727,10540,1714
29,10655,11887,19407,22479,72,22959,10667,2205
30,10711,11839,15111,16719,126,18111,10475,2043
