timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,125544,76707384,125544.0,73.154,0.125544
2,112839,68944629,112839.0,65.751,0.112839
3,108963,66576393,108963.0,63.492,0.108963
4,109051,66630161,109051.0,63.543,0.109051
5,100295,61280245,100295.0,58.441,0.100295
6,101739,62162529,101739.0,59.283,0.101739
7,103879,63470069,103879.0,60.530,0.103879
8,104474,63833614,104474.0,60.876,0.104474
9,127635,77984985,127635.0,74.372,0.127635
10,128982,78808002,128982.0,75.157,0.128982
11,129200,78941200,129200.0,75.284,0.129200
12,129147,78908817,129147.0,75.253,0.129147
13,128671,78617981,128671.0,74.976,0.128671
14,128761,78672971,128761.0,75.028,0.128761
15,129016,78828776,129016.0,75.177,0.129016
16,129118,78891098,129118.0,75.236,0.129118
17,128237,78352807,128237.0,74.723,0.128237
18,129583,79175213,129583.0,75.507,0.129583
19,128974,78803725,128974.0,75.153,0.128974
20,129128,78896597,129128.0,75.242,0.129128
21,129612,79192932,129612.0,75.524,0.129612
22,128313,78399243,128313.0,74.767,0.128313
23,129041,78844051,129041.0,75.192,0.129041
24,129132,78899652,129132.0,75.245,0.129132
25,128031,78226941,128031.0,74.603,0.128031
26,129329,79020019,129329.0,75.359,0.129329
27,129689,79239979,129689.0,75.569,0.129689
28,129249,78971139,129249.0,75.313,0.129249
29,128999,78818389,128999.0,75.167,0.128999
30,129107,78884377,129107.0,75.230,0.129107
