timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,9647,11191,14423,16479,80,17935,9457,2131
2,11191,14303,17247,19487,76,24751,11096,2735
3,11287,14047,18255,20991,80,23855,11192,2827
4,11183,13175,15543,17535,76,21567,11051,2328
5,12951,15967,18927,23567,80,26335,12674,3166
6,11551,14647,18559,26575,81,29151,11435,3165
7,13079,15871,17919,19999,83,24799,12777,2930
8,11223,13663,16039,18271,80,21535,11058,2578
9,12975,15431,18863,20559,83,23711,12512,3069
10,9527,12991,16815,23439,81,28543,9722,2880
11,9263,11031,13975,15719,80,17279,9025,2232
12,9191,11135,13967,15975,70,18223,8929,2327
13,9143,11015,14119,15415,88,17279,8922,2260
14,9135,10447,13719,15447,74,17839,8943,2017
15,9159,11111,13695,15487,70,16751,8901,2270
16,9071,11031,14255,16639,80,18959,8855,2315
17,9143,11175,14319,16223,66,19439,8868,2413
18,9111,10303,13575,15479,73,17679,8878,1988
19,9087,10231,13175,14455,75,16671,8867,1919
20,9071,10039,12711,14359,72,16303,8858,1775
21,9039,10335,13751,15143,88,17679,8873,2009
22,9039,9887,12855,16031,67,18127,8875,1708
23,9023,10007,12671,14399,73,15831,8824,1728
24,9071,10207,13535,14983,81,17167,8887,1943
25,9063,10175,13823,15039,75,16463,8881,1958
26,9047,10063,13327,15239,77,16831,8870,1850
27,9063,10007,12735,15143,71,17471,8885,1769
28,9007,10231,13871,16111,79,16959,8815,1999
29,9087,10455,14119,16607,75,17663,8903,2030
30,9071,10159,13719,15207,84,17071,8880,1934
